"n","len_of_arr","k","comparisions","swaps"
"8600","5","8170","107818","30367"
"8600","5","4300","112325","30494"
"8600","5","430","111090","30796"
"8600","5","8170","111429","30617"
"8600","5","4300","116148","30979"
"8600","5","430","117003","30932"
"8600","5","8170","111264","30555"
"8600","5","4300","114687","30411"
"8600","5","430","110216","29697"
"8600","5","8170","114727","30665"
"8600","5","4300","114700","30983"
"8600","5","430","114266","30953"
"8600","5","8170","118133","31243"
"8600","5","4300","110395","31018"
"8600","5","430","109978","30894"
"8600","5","8170","111799","30847"
"8600","5","4300","111453","30794"
"8600","5","430","108481","29862"
"8600","5","8170","109988","30644"
"8600","5","4300","108683","29015"
"8600","5","430","113608","30399"
"8600","5","8170","108519","29142"
"8600","5","4300","108809","30462"
"8600","5","430","107905","30674"
"8600","5","8170","107695","30607"
"8600","5","4300","110047","31081"
"8600","5","430","107746","30559"
"8600","5","8170","107743","30472"
"8600","5","4300","105836","30407"
"8600","5","430","106363","30402"
"8600","5","8170","110112","30268"
"8600","5","4300","111874","30077"
"8600","5","430","109054","30737"
"8600","5","8170","113219","30420"
"8600","5","4300","114716","30724"
"8600","5","430","114796","30905"
"8600","5","8170","111754","30713"
"8600","5","4300","108994","30409"
"8600","5","430","111990","29835"
"8600","5","8170","110467","30478"
"8600","5","4300","104556","30154"
"8600","5","430","107284","30007"
"8600","5","8170","107138","30562"
"8600","5","4300","111787","30773"
"8600","5","430","111160","30352"
"8600","5","8170","110285","30777"
"8600","5","4300","111523","30966"
"8600","5","430","105560","30214"
"8600","5","8170","110019","30874"
"8600","5","4300","109915","30118"
"8600","5","430","109553","30012"
"8600","5","8170","108812","29853"
"8600","5","4300","105428","30386"
"8600","5","430","105254","30365"
"8600","5","8170","106385","30091"
"8600","5","4300","115035","30891"
"8600","5","430","116105","30625"
"8600","5","8170","115808","30886"
"8600","5","4300","110012","30613"
"8600","5","430","110969","30638"
"8600","5","8170","108332","30502"
"8600","5","4300","112147","30656"
"8600","5","430","111192","30518"
"8600","5","8170","112156","30662"
"8600","5","4300","114586","30825"
"8600","5","430","113308","30319"
"8600","5","8170","111121","30485"
"8600","5","4300","107327","30770"
"8600","5","430","108214","30370"
"8600","5","8170","103485","30055"
"8600","5","4300","106020","30449"
"8600","5","430","110315","30531"
"8600","5","8170","102640","29785"
"8600","5","4300","107982","30486"
"8600","5","430","108427","30356"
"8600","5","8170","108559","30633"
"8600","5","4300","113869","30616"
"8600","5","430","110276","30351"
"8600","5","8170","114803","30765"
"8600","5","4300","113002","30628"
"8600","5","430","113934","30857"
"8600","5","8170","109767","30516"
"8600","5","4300","110222","30351"
"8600","5","430","100860","28422"
"8600","5","8170","110005","30589"
"8600","5","4300","106354","30616"
"8600","5","430","106508","30666"
"8600","5","8170","106925","30279"
"8600","5","4300","106354","30102"
"8600","5","430","105060","29912"
"8600","5","8170","108990","29921"
"8600","5","4300","114818","30360"
"8600","5","430","110778","29733"
"8600","5","8170","112739","29760"
"8600","5","4300","114504","30518"
"8600","5","430","111747","29939"
"8600","5","8170","108604","30271"
"8600","5","4300","109568","30906"
"8600","5","430","108311","31092"
"8600","5","8170","106802","30238"
"8600","5","4300","87084","25385"
"8600","5","430","92136","26181"
"8600","5","8170","96266","27394"
"8600","5","4300","116210","30512"
"8600","5","430","115237","30120"
"8600","5","8170","116382","30765"
"8600","5","4300","112217","30492"
"8600","5","430","113350","30620"
"8600","5","8170","112004","30052"
"8600","5","4300","108859","30829"
"8600","5","430","106339","30386"
"8600","5","8170","106233","30639"
"8600","5","4300","113406","30025"
"8600","5","430","111257","30493"
"8600","5","8170","112970","29923"
"8600","5","4300","99840","29108"
"8600","5","430","107812","30568"
"8600","5","8170","102237","29492"
"8600","5","4300","111570","30742"
"8600","5","430","112504","30855"
"8600","5","8170","112372","30576"
"8600","5","4300","107858","30335"
"8600","5","430","108437","30044"
"8600","5","8170","108201","30647"
"8600","5","4300","105533","30212"
"8600","5","430","105603","29933"
"8600","5","8170","104388","29807"
"8600","5","4300","114651","30678"
"8600","5","430","115700","31128"
"8600","5","8170","111351","30681"
"8600","5","4300","108822","29929"
"8600","5","430","105422","29295"
"8600","5","8170","108997","29962"
"8600","5","4300","112134","30729"
"8600","5","430","113462","30649"
"8600","5","8170","108627","30644"
"8600","5","4300","114896","30636"
"8600","5","430","114625","30580"
"8600","5","8170","110792","30405"
"8600","5","4300","112855","31146"
"8600","5","430","113983","31076"
"8600","5","8170","114157","30719"
"8600","5","4300","111076","30551"
"8600","5","430","110319","30280"
"8600","5","8170","110212","30437"
"8600","5","4300","111537","30845"
"8600","5","430","113094","30814"
"8600","5","8170","110623","30810"
"8600","5","4300","107415","29159"
"8600","5","430","107672","29151"
"8600","5","8170","111526","30476"
"8600","5","4300","108197","30610"
"8600","5","430","110124","30094"
"8600","5","8170","108185","30664"
"8600","5","4300","111722","30756"
"8600","5","430","108759","30466"
"8600","5","8170","112270","30658"
"8600","5","4300","97403","27125"
"8600","5","430","102730","27628"
"8600","5","8170","99802","27851"
"8600","5","4300","106134","30608"
"8600","5","430","107988","31242"
"8600","5","8170","104046","30365"
"8600","5","4300","109527","30733"
"8600","5","430","108582","30660"
"8600","5","8170","105845","30276"
"8600","5","4300","105495","30235"
"8600","5","430","106805","30413"
"8600","5","8170","100964","29613"
"8600","5","4300","112546","30785"
"8600","5","430","108733","30455"
"8600","5","8170","110653","30855"
"8600","5","4300","109483","30733"
"8600","5","430","109273","30632"
"8600","5","8170","107327","30427"
"8600","5","4300","107009","29789"
"8600","5","430","107864","30046"
"8600","5","8170","108074","30394"
"8600","5","4300","112436","30568"
"8600","5","430","114128","31110"
"8600","5","8170","109029","30236"
"8600","5","4300","109058","30288"
"8600","5","430","106882","29935"
"8600","5","8170","110654","30753"
"8600","5","4300","106564","30399"
"8600","5","430","107937","30549"
"8600","5","8170","108022","30349"
"8600","5","4300","114355","30797"
"8600","5","430","115216","30872"
"8600","5","8170","114214","30516"
"8600","5","4300","117269","30854"
"8600","5","430","113189","30144"
"8600","5","8170","117104","30717"
"8600","5","4300","114641","30607"
"8600","5","430","114424","30567"
"8600","5","8170","116149","30218"
"8600","5","4300","111884","31024"
"8600","5","430","110416","30683"
"8600","5","8170","111710","30684"
"8600","5","4300","107036","27361"
"8600","5","430","105216","27358"
"8600","5","8170","104267","27544"
"8600","5","4300","109053","30661"
"8600","5","430","111519","30812"
"8600","5","8170","104554","30103"
"8600","5","4300","111447","30638"
"8600","5","430","113154","30985"
"8600","5","8170","110994","30524"
"8600","5","4300","111913","30614"
"8600","5","430","109512","30362"
"8600","5","8170","105598","29819"
"8600","5","4300","110894","30555"
"8600","5","430","110265","30531"
"8600","5","8170","107269","30204"
"8600","5","4300","108930","28515"
"8600","5","430","109453","29041"
"8600","5","8170","109222","28614"
"8600","5","4300","110350","30555"
"8600","5","430","111692","30392"
"8600","5","8170","109422","30349"
"8600","5","4300","109028","30494"
"8600","5","430","110109","30456"
"8600","5","8170","112960","30206"
"8600","5","4300","112411","30134"
"8600","5","430","112914","30097"
"8600","5","8170","113463","30478"
"8600","5","4300","107528","30335"
"8600","5","430","111067","30910"
"8600","5","8170","109463","30776"
"8600","5","4300","108294","30431"
"8600","5","430","111080","30658"
"8600","5","8170","108036","30213"
"8600","5","4300","110988","30378"
"8600","5","430","110885","30724"
"8600","5","8170","107011","30425"
"8600","5","4300","105007","29015"
"8600","5","430","107806","29891"
"8600","5","8170","102948","28927"
"8600","5","4300","108161","29169"
"8600","5","430","111982","30429"
"8600","5","8170","107525","29432"
"8600","5","4300","106635","30739"
"8600","5","430","107902","30107"
"8600","5","8170","104819","30502"
"8600","5","4300","100016","28586"
"8600","5","430","102425","29071"
"8600","5","8170","107553","30634"
"8600","5","4300","110274","30660"
"8600","5","430","110790","30318"
"8600","5","8170","108150","30321"
"8600","5","4300","115182","30693"
"8600","5","430","114833","30710"
"8600","5","8170","111849","30154"
"8600","5","4300","111599","30631"
"8600","5","430","113725","30844"
"8600","5","8170","113003","30830"
"8600","5","4300","111050","30660"
"8600","5","430","111087","30563"
"8600","5","8170","111004","30494"
"8600","5","4300","113258","30751"
"8600","5","430","112410","30501"
"8600","5","8170","109647","30109"
"8600","5","4300","112345","30535"
"8600","5","430","115229","30928"
"8600","5","8170","109206","29286"
"8600","5","4300","107971","30534"
"8600","5","430","109689","30420"
"8600","5","8170","108886","30734"
"8600","5","4300","105721","30017"
"8600","5","430","99999","29326"
"8600","5","8170","103322","29943"
"8600","5","4300","112175","31027"
"8600","5","430","110005","30694"
"8600","5","8170","111163","30534"
"8600","5","4300","111986","30409"
"8600","5","430","111341","30191"
"8600","5","8170","113808","30460"
"8600","5","4300","99232","27544"
"8600","5","430","100771","27721"
"8600","5","8170","98671","27333"
"8600","5","4300","108234","30566"
"8600","5","430","109692","30514"
"8600","5","8170","108738","30709"
"8600","5","4300","114708","30969"
"8600","5","430","114770","30963"
"8600","5","8170","110333","29940"
"8600","5","4300","108374","30192"
"8600","5","430","108726","30608"
"8600","5","8170","108667","30766"
"8600","5","4300","106802","30578"
"8600","5","430","107784","30623"
"8600","5","8170","105609","30222"
"8700","5","4350","115632","31076"
"8700","5","435","114966","30790"
"8700","5","8265","116529","31160"
"8700","5","4350","105010","30331"
"8700","5","435","107388","30359"
"8700","5","8265","106321","30655"
"8700","5","4350","111916","30953"
"8700","5","435","110226","30767"
"8700","5","8265","111488","31035"
"8700","5","4350","109242","29107"
"8700","5","435","108507","28820"
"8700","5","8265","114413","30423"
"8700","5","4350","112728","31183"
"8700","5","435","110163","30321"
"8700","5","8265","113941","30669"
"8700","5","4350","109224","30640"
"8700","5","435","111177","30803"
"8700","5","8265","112864","31131"
"8700","5","4350","114819","31329"
"8700","5","435","109956","31052"
"8700","5","8265","112311","30549"
"8700","5","4350","103841","29727"
"8700","5","435","104302","29620"
"8700","5","8265","107534","30718"
"8700","5","4350","109326","30307"
"8700","5","435","108980","28908"
"8700","5","8265","113956","30861"
"8700","5","4350","110057","30737"
"8700","5","435","110547","30373"
"8700","5","8265","110451","30932"
"8700","5","4350","110425","30752"
"8700","5","435","111314","30149"
"8700","5","8265","111923","30817"
"8700","5","4350","112932","30810"
"8700","5","435","114035","31166"
"8700","5","8265","113176","30853"
"8700","5","4350","108901","30293"
"8700","5","435","106538","29016"
"8700","5","8265","110867","30448"
"8700","5","4350","112242","30836"
"8700","5","435","112493","30618"
"8700","5","8265","112953","30809"
"8700","5","4350","114167","30936"
"8700","5","435","113014","31155"
"8700","5","8265","112819","31028"
"8700","5","4350","116037","31176"
"8700","5","435","114180","31132"
"8700","5","8265","113727","30860"
"8700","5","4350","107302","30214"
"8700","5","435","103284","29246"
"8700","5","8265","109043","30720"
"8700","5","4350","115662","30964"
"8700","5","435","115455","30816"
"8700","5","8265","115724","30746"
"8700","5","4350","117353","31172"
"8700","5","435","115573","30813"
"8700","5","8265","113752","30894"
"8700","5","4350","113371","30820"
"8700","5","435","111022","30136"
"8700","5","8265","113340","31014"
"8700","5","4350","108429","31030"
"8700","5","435","111676","30929"
"8700","5","8265","106139","30439"
"8700","5","4350","110966","29572"
"8700","5","435","114419","30649"
"8700","5","8265","110310","29543"
"8700","5","4350","112168","31131"
"8700","5","435","112862","31218"
"8700","5","8265","109782","30784"
"8700","5","4350","115021","30881"
"8700","5","435","117368","31015"
"8700","5","8265","108201","29298"
"8700","5","4350","109194","31021"
"8700","5","435","110319","31047"
"8700","5","8265","112121","30984"
"8700","5","4350","113764","30975"
"8700","5","435","112869","31248"
"8700","5","8265","113812","30732"
"8700","5","4350","110516","30510"
"8700","5","435","111186","30664"
"8700","5","8265","113202","30724"
"8700","5","4350","107513","30813"
"8700","5","435","109959","31157"
"8700","5","8265","105807","30593"
"8700","5","4350","109095","31018"
"8700","5","435","109831","31007"
"8700","5","8265","108444","30930"
"8700","5","4350","109689","30812"
"8700","5","435","111281","30978"
"8700","5","8265","110183","30847"
"8700","5","4350","108532","30342"
"8700","5","435","107831","30223"
"8700","5","8265","105654","29947"
"8700","5","4350","110656","30754"
"8700","5","435","114493","31295"
"8700","5","8265","110568","30842"
"8700","5","4350","111381","29806"
"8700","5","435","110652","30023"
"8700","5","8265","114452","30147"
"8700","5","4350","116150","30697"
"8700","5","435","111518","30778"
"8700","5","8265","115062","30772"
"8700","5","4350","108164","31039"
"8700","5","435","108077","30931"
"8700","5","8265","106522","30938"
"8700","5","4350","111254","30715"
"8700","5","435","112453","30834"
"8700","5","8265","112963","31074"
"8700","5","4350","110670","30845"
"8700","5","435","107337","30008"
"8700","5","8265","109298","30820"
"8700","5","4350","111355","31167"
"8700","5","435","112259","31317"
"8700","5","8265","110524","30832"
"8700","5","4350","112202","30871"
"8700","5","435","110050","30481"
